Geneid	length	WT_Pmm2_5_4	WT_Pmm2_5_3	WT_Pmm2_5_2	Mutant_Pmm2_5_5	Mutant_Pmm2_5_2	Mutant_Pmm2_5_4	Mutant_Pmm2_5_1	Mutant_Pmm2_5_3
si:ch211-134a4.2	306	3	48	1	0	0	0	0	0
LOC110438211	451	7	26	0	0	0	0	0	0
si:ch211-134a4.3	716	25	105	0	0	0	0	0	15
si:ch211-134a4.4	1194	66	190	113	76	7	2	11	0
si:ch211-134a4.5	1212	53	113	50	0	26	2	6	0
stbd1	2421	110	262	911	626	419	42	153	346
shroom3	4609	390	715	2062	1341	704	172	355	911
ccni	2272	396	399	11991	8415	5321	1183	2949	3208
ccng2	1914	171	399	2113	1913	995	270	391	562
wu:fj64h06	3417	287	636	753	701	416	125	252	497
LOC100333265	1501	93	223	182	224	63	32	42	56
wdr38	1082	112	216	12	60	26	17	3	57
rpl35	520	343	128	21054	17774	19180	3097	3473	10960
uqcr10	479	116	52	3282	2403	1140	203	319	1828
prodha	3071	625	640	14512	16558	11812	1771	2384	12254
rexo4	1867	145	344	940	619	637	53	175	403
si:ch73-209e20.5	2775	168	285	538	507	260	26	163	329
mob1bb	1935	113	363	620	516	392	55	171	408
dck	1040	128	241	266	285	179	10	52	447
slc4a4b	6837	115	134	1420	1031	715	223	263	478
fpgs	2707	2	0	0	29	0	0	1	0
cdk9	1729	0	0	0	0	0	0	0	0
LOC103909417	1076	3	0	5	0	0	0	0	0
si:dkey-93m18.3	953	0	0	0	0	0	0	0	0
si:dkey-93m18.4	1148	0	0	1	0	0	0	0	0
LOC562049	3895	381	704	3497	2288	1501	226	504	1620
LOC103909418	1469	0	3	1	0	0	0	0	0
si:ch211-225g23.1	3257	210	650	320	303	128	24	58	222
LOC108180715	461	0	2	0	0	0	0	0	0
col5a1	9713	2072	2380	48166	35615	17588	3523	10842	16704
LOC101885609	229	40	48	39	59	0	2	2	44
LOC110438222	109	1	21	0	51	0	0	6	0
LOC101885562	364	44	116	82	92	34	3	33	78
olfm1b	2724	411	473	6033	4244	2287	472	1368	1337
LOC108180806	1213	19	37	19	12	1	0	7	1
LOC795570	1610	49	161	15	4	6	11	3	0
LOC103909421	835	0	1	0	0	0	0	0	0
LOC110438240	1043	72	253	19	23	8	10	4	74
ppp1r26	4197	307	735	1235	994	586	141	351	715
mrps2	1276	62	204	812	882	425	117	203	277
zgc:113019	2103	111	263	600	258	125	47	92	173
LOC101886388	999	68	168	245	216	123	25	53	179
fam69b	1487	114	284	331	296	60	26	61	34
agpat2	3278	228	475	3062	3259	1152	290	504	2154
egfl7	1776	126	420	646	449	301	63	121	432
mir126b	103	15	15	23	0	0	2	0	0
ap3b1	3586	363	786	1840	2265	1741	306	510	996
LOC110438212	741	37	118	5	0	12	0	0	58
tbca	676	56	127	1437	980	804	147	260	780
otpa	3105	219	314	1855	1573	713	85	416	347
wdr41	2083	175	412	876	727	486	56	221	594
pde8b	5318	517	1003	2218	1956	816	190	582	802
aggf1	2682	240	646	1032	725	508	89	178	410
crhbp	1379	114	200	364	406	153	39	91	15
s100z	1113	97	176	226	208	110	11	52	32
LOC103909422	785	74	141	50	12	30	1	5	9
ch25hl2	1320	78	167	71	71	41	3	9	132
f2rl1.2	1578	101	192	377	437	390	76	79	436
f2rl1.1	1563	51	224	127	124	26	9	37	25
LOC100149161	1787	59	136	51	49	8	1	3	100
zgc:171965	1551	51	117	5	17	0	1	5	61
LOC108180716	1180	50	113	5	0	4	1	4	1
si:dkey-163m14.7	2106	93	160	15	0	44	0	9	5
si:dkey-163m14.6	2099	89	222	36	48	32	0	10	44
LOC794215	1374	44	99	18	15	0	0	0	43
LOC799227	1953	54	90	35	24	0	2	4	0
LOC799156	1275	70	128	4	0	2	1	3	27
si:dkey-163m14.2	4808	169	382	474	515	292	59	59	110
LOC110438223	696	72	169	12	0	0	4	0	0
LOC100330530	2277	206	498	875	671	314	36	167	248
nr6a1b	1502	157	298	173	117	68	20	31	48
nr5a1b	2555	207	304	240	152	35	15	25	180
psmb7	1068	153	294	2085	1876	1384	302	420	912
nek6	10260	217	495	866	740	405	147	151	397
lhx2a	2007	132	291	35	14	25	7	15	63
dennd1a	6425	482	1078	3407	2668	1545	288	755	1443
crb2a	5153	377	641	1170	878	668	144	352	482
LOC110438224	152	18	87	0	0	1	0	0	0
LOC101884869	2237	33	133	5	17	2	7	2	15
LOC100331324	1732	76	297	30	45	15	9	10	0
LOC101882203	764	52	127	1	15	8	0	1	36
LOC110438213	1041	43	134	16	0	0	6	0	49
sdad1	2275	159	494	1542	1664	1907	345	402	611
ptpn13	8834	929	2367	5147	5042	2985	718	1438	2516
mapk10	6709	403	895	7084	5545	2222	508	1470	2268
arhgap24	4564	342	803	1314	887	552	204	231	591
esm1	1598	98	184	172	137	120	9	40	238
LOC567670	16397	1429	3517	4273	2992	1606	375	1143	1159
LOC100334297	5709	459	749	2488	2032	892	231	519	793
ccbe1	1653	186	479	237	64	185	19	24	245
lman1	2096	211	605	1432	2765	1141	262	343	1097
cplx4a	2303	182	333	3480	1886	987	114	501	684
rx3	1300	98	225	231	284	59	13	54	315
grp	753	28	152	119	95	52	1	12	30
znf532	7180	506	1045	2545	1901	981	259	503	1538
oacyl	2337	159	603	243	102	96	19	38	183
alpk2	6738	407	1030	1988	1110	747	197	276	812
mir122	76	2	26	17	25	0	0	1	0
LOC100536431	753	56	148	220	289	135	9	35	78
nedd4l	7585	861	1624	6228	5610	2700	740	1217	3689
prlra	6550	277	632	2527	2252	1110	331	568	1030
agxt2	1964	222	482	1666	1607	880	250	251	763
dnajc21	2249	199	441	549	500	384	50	137	480
LOC101884756	6525	418	1387	1374	972	870	121	228	1237
trnam-cau_202	72	0	7	12	0	0	0	5	0
arid6	2208	171	343	781	1097	483	114	144	361
rtkn2b	2506	185	432	360	403	151	57	54	288
zgc:162472	5294	435	1221	2131	1862	1151	207	469	1008
gtf3c5	1855	187	378	334	486	259	71	107	320
cel.2	1839	203	263	3289	1668	1385	470	263	1175
cel.1	1785	223	549	3567	2510	2358	705	279	1769
zgc:92275	1689	123	354	261	230	102	26	104	37
LOC103909427	460	31	141	54	40	13	4	5	41
grin1a	5046	487	796	7893	5871	2859	745	1777	2278
LOC103909426	540	37	73	293	424	136	23	59	426
entpd2b	1857	96	299	105	52	26	4	13	56
zgc:114104	2749	171	526	679	595	248	71	60	630
si:dkey-184p9.9	1239	78	205	0	23	12	8	14	32
LOC100537030	1321	1	5	0	0	0	0	0	0
cd8a	1299	21	139	14	1	0	0	2	0
cast	4287	717	1156	16870	17224	11016	2353	3400	10946
pcsk1	3205	346	557	2553	1980	1032	310	563	1118
LOC108180799	647	12	90	4	10	0	0	4	0
ell2	4406	378	841	3280	2671	1390	320	773	1258
glrx	926	47	147	781	1069	550	109	216	630
si:dkey-6b12.5	3418	215	482	508	453	202	68	167	204
rfesd	915	35	139	51	21	55	17	29	78
nudt2	1305	60	178	378	525	223	39	84	130
ube2r2	4357	272	643	2106	1938	695	149	385	1020
ubap1	2395	222	402	1467	1239	1054	227	533	770
dcaf12	1948	248	422	1469	1384	613	183	391	408
ubap2a	4295	664	1146	5662	3877	2016	562	1726	2157
nop56	2457	388	659	5734	4711	4252	709	1224	2649
mlnl	687	73	173	180	340	106	17	22	150
zgc:64106	1553	101	275	444	365	233	26	97	193
aqp7	2936	179	411	422	223	270	41	36	212
tpgs2	1133	74	208	361	165	53	17	46	84
zgc:162344	1982	133	351	276	188	162	22	65	131
celf4	5609	536	1053	5815	3968	2369	482	1272	1818
LOC101886387	5646	295	697	220	266	136	35	14	287
LOC101886454	737	37	56	22	32	58	3	10	12
LOC110438225	1014	15	32	9	0	1	4	6	1
si:dkey-228b2.5	4359	237	600	1844	1640	781	136	324	580
LOC103909430	1617	94	234	26	86	45	0	20	71
zgc:109965	2030	242	611	552	317	139	45	100	211
fam219aa	2783	188	412	885	1032	505	67	219	509
odf2a	4243	212	578	251	212	174	27	47	422
si:dkey-228b2.6	1362	36	165	2	30	0	0	8	24
spna2	8208	1667	1970	35524	29357	14310	3670	7716	9565
wdr34	2028	100	259	190	203	94	22	50	142
setb	1889	348	371	8906	7350	4502	866	1793	4039
specc1lb	7114	437	930	1208	1225	727	128	369	409
adora2ab	3652	162	392	201	236	150	15	49	123
snrpd3l	653	65	137	643	422	364	48	93	328
LOC101884909	3628	264	594	1591	971	561	139	346	669
zgc:113162	4181	271	550	583	475	419	85	187	424
nsmfa	3358	375	761	1126	897	493	161	233	649
si:dkey-248f6.3	1504	30	71	0	7	7	1	0	0
pnpla7a	1315	173	340	647	534	259	72	163	217
clic3	1774	147	352	417	567	593	91	127	151
fut7	1275	65	185	16	67	0	2	0	65
pou5f3	2881	117	407	68	89	1	6	10	179
npdc1a	1202	147	423	2304	1529	721	210	381	821
si:ch211-282j22.3	3525	252	637	1640	1797	658	152	311	637
slc31a2	1616	81	277	379	435	229	29	65	346
fam129ba	4372	263	634	1529	1021	677	125	243	555
stxbp1a	3645	537	856	15828	10511	4791	1109	2717	4934
LOC103909432	2397	67	210	247	134	90	25	23	79
akna	5558	368	1128	1078	593	437	73	206	524
dfnb31a	4081	260	557	563	473	110	42	131	328
man1b1a	2908	45	142	88	92	38	13	13	81
si:ch211-196i2.1	6870	36	273	158	75	24	8	31	1
cacna1bb	9222	5	9	8	44	12	0	6	1
LOC101884429	2570	5	24	0	12	2	0	0	0
ehmt1b	6080	17	108	88	37	161	34	29	99
arrdc1b	4573	8	24	12	0	23	2	16	4
LOC100535016	1453	54	182	15	5	5	0	0	36
glulc	1806	115	288	15	49	15	1	0	79
LOC108180805	1659	107	248	107	195	57	17	8	0
si:dkey-11o18.5	4345	416	888	668	559	150	54	80	80
phpt1	1076	55	236	751	728	391	55	105	341
noc4l	1680	130	443	472	705	311	94	123	315
pus1	1538	84	283	384	129	309	59	92	128
LOC103909433	454	20	37	30	53	8	0	4	0
ulk1b	4845	414	1067	2969	2232	1059	269	669	785
mmp17a	3486	273	667	382	373	164	80	163	219
sfswap	4169	329	658	1516	1479	731	202	478	551
LOC108179090	4261	53	157	10	55	0	11	0	1
si:dkey-11o15.4	4099	55	124	56	77	4	13	19	42
LOC103908709	3536	67	140	36	15	14	7	5	28
si:dkey-11o15.10	1228	28	98	21	48	15	2	0	77
smarcb1b	1614	180	359	889	611	353	39	218	217
mmp11b	2561	117	348	444	302	151	22	79	165
chchd10	682	0	0	0	21	0	0	0	0
ddt	990	3	2	8	1	0	0	0	1
gstt1b	1249	10	87	93	153	88	10	23	24
p2rx4a	1460	18	26	9	16	17	2	5	2
idh3b	1937	48	92	723	553	348	113	202	294
ptpra	7363	172	387	1099	755	380	169	267	574
gnrh2	659	23	33	44	39	3	11	0	25
si:dkeyp-87d8.8	2176	36	106	96	27	37	11	3	0
gcnt4b	1379	20	61	0	12	12	0	0	0
fam169ab	4251	40	97	320	308	209	42	78	39
lhx5	2007	72	271	439	386	275	13	102	177
mzt2b	1838	118	293	696	472	231	47	166	233
zgc:193801	2392	79	291	339	277	133	34	59	87
trnaa-ugc_9	72	0	0	0	0	0	0	0	0
cyb561a3b	1358	81	308	62	77	23	6	12	0
LOC110438226	2044	89	236	92	55	33	2	7	8
LOC100331807	2106	161	388	279	229	135	24	46	121
tnfrsfa	1934	165	463	1110	1202	561	144	191	533
si:ch73-110p20.1	2511	8	16	32	25	30	1	8	11
unc5da	3963	316	796	931	875	341	121	212	563
aqp3b	943	59	178	86	68	92	26	11	107
vps29	1053	87	199	1475	1388	676	201	252	758
fam216a	935	41	202	42	72	6	3	11	0
gpn3	1140	71	221	420	279	193	34	94	194
arpc3	828	114	174	1846	2222	1078	308	303	1191
ube2g1b	1628	129	253	1411	1361	679	196	272	800
atp2a2b	6276	574	1015	5301	7262	4051	1054	1816	3868
bcr	6324	600	1043	3914	3463	1442	472	1065	1276
gfi1b	1980	119	297	185	113	67	1	28	103
trnam-cau_203	72	0	0	0	0	0	0	0	0
tsc1b	5515	0	0	2	0	0	0	0	0
gtf3c4	2680	2	52	16	47	13	12	4	0
barhl1b	1103	6	18	8	2	18	14	11	2
stom	3887	1	0	58	80	49	0	23	69
gsna	5770	0	0	30	0	0	5	0	0
rxraa	4650	378	755	2551	1921	979	309	518	1588
stx2a	3027	95	331	292	394	175	22	81	205
dnai1.2	3325	187	469	252	142	130	21	16	263
LOC110438227	1268	0	0	0	0	0	0	0	0
vav2	5429	61	153	810	452	343	84	207	353
brd3a	4247	352	673	4602	3778	1785	473	874	2444
wdr5	2644	215	547	2165	1607	1130	182	462	977
dnai1.1	479	34	134	7	13	5	7	0	78
si:ch73-287m6.1	4753	559	1068	2203	1751	1026	235	694	1350
si:dkey-1d7.3	4855	300	693	589	317	158	28	129	139
LOC792894	2485	17	108	17	21	13	0	4	0
trnaa-ugc_10	72	2	20	0	0	0	0	0	0
trnaa-ugc_11	72	0	1	0	0	0	0	0	0
trnaa-cgc_3	72	0	0	0	0	0	0	0	0
trnaa-ugc_12	72	0	0	0	0	0	0	0	0
trnaa-cgc_4	72	0	0	0	0	0	0	0	0
trnaa-ugc_13	72	0	0	0	0	0	0	0	0
trnaa-ugc_14	72	0	0	0	0	0	0	0	0
trnaa-cgc_5	72	0	0	0	0	0	0	0	0
trnaa-ugc_15	72	0	0	0	0	0	0	0	0
trnaa-ugc_16	72	0	0	0	0	0	0	0	0
trnaa-cgc_6	72	0	0	0	0	0	0	0	0
trnaa-ugc_17	72	0	0	0	0	0	0	0	0
trnaa-ugc_18	72	0	0	0	0	0	0	0	0
trnaa-ugc_19	72	0	0	0	0	0	0	0	0
trnaa-ugc_20	72	0	0	0	0	0	0	0	0
trnaa-ugc_21	72	0	0	0	0	0	0	0	0
trnaa-ugc_22	72	0	0	0	0	0	0	0	0
trnaa-ugc_23	72	0	0	0	0	0	0	0	0
trnaa-ugc_24	72	0	0	0	0	0	0	0	0
trnaa-ugc_25	72	0	0	0	0	0	0	0	0
trnaa-ugc_26	72	0	0	0	0	0	0	0	0
trnaa-cgc_7	72	0	0	0	0	0	0	0	0
trnaa-ugc_27	72	0	0	0	0	0	0	0	0
trnaa-ugc_28	72	0	0	0	0	0	0	0	0
trnaa-ugc_29	72	0	0	0	0	0	0	0	0
trnaa-cgc_8	72	0	0	0	0	0	0	0	0
trnaa-ugc_30	72	0	0	0	0	0	0	0	0
trnaa-ugc_31	72	0	0	0	0	0	0	0	0
trnaa-cgc_9	72	0	0	0	0	0	0	0	0
trnaa-ugc_32	72	0	0	0	0	0	0	0	0
trnaa-ugc_33	72	0	0	0	0	0	0	0	0
trnaa-ugc_34	72	0	0	0	0	0	0	0	0
trnaa-ugc_35	72	0	0	0	0	0	0	0	0
trnaa-ugc_36	72	0	0	0	0	0	0	0	0
trnaa-ugc_37	72	0	0	0	0	0	0	0	0
trnaa-ugc_38	72	0	0	0	0	0	0	0	0
trnaa-ugc_39	72	0	0	0	0	0	0	0	0
trnaa-ugc_40	72	0	0	0	0	0	0	0	0
trnaa-ugc_41	72	0	0	0	0	0	0	0	0
trnaa-ugc_42	72	0	5	0	0	0	0	0	0
trnaa-ugc_43	72	0	0	0	0	0	0	0	0
trnaa-ugc_44	72	0	8	0	0	0	0	0	0
trnaa-ugc_45	72	0	0	0	0	0	0	0	0
trnaa-ugc_46	72	0	0	0	0	0	0	0	0
trnaa-cgc_10	72	0	0	0	0	0	0	0	0
trnaa-ugc_47	72	0	0	0	0	0	0	0	0
trnaa-ugc_48	72	0	2	0	0	0	0	0	0
trnaa-ugc_49	72	0	0	0	0	0	0	0	0
trnaa-ugc_50	72	0	0	0	0	0	0	0	0
trnaa-ugc_51	72	0	1	0	0	0	0	0	0
trnaa-cgc_11	72	0	0	0	0	0	0	0	0
trnaa-ugc_52	72	0	0	0	0	0	0	0	0
trnaa-ugc_53	72	0	0	0	0	0	0	0	0
trnaa-ugc_54	72	0	0	0	0	0	0	0	0
trnaa-cgc_12	72	0	0	0	0	0	0	0	0
trnaa-ugc_55	72	2	0	0	0	0	0	0	0
trnaa-ugc_56	72	0	0	0	0	0	0	0	0
trnaa-ugc_57	72	2	0	0	0	0	1	0	0
trnaa-ugc_58	72	0	0	0	0	0	0	0	0
trnaa-ugc_59	72	2	6	0	0	0	0	0	0
trnaa-cgc_13	72	0	0	0	0	0	0	0	0
trnaa-ugc_60	72	0	0	0	0	0	0	0	0
trnaa-ugc_61	72	0	0	0	0	0	0	0	0
trnaa-ugc_62	72	0	0	0	0	0	0	0	0
trnaa-ugc_63	72	0	0	0	0	0	0	0	0
trnaa-cgc_14	72	0	0	0	0	0	0	0	0
trnaa-ugc_64	72	0	2	0	0	0	0	0	0
trnaa-cgc_15	72	0	0	0	0	0	0	0	0
trnaa-ugc_65	72	0	0	0	0	0	0	0	0
trnaa-ugc_66	72	0	0	0	0	0	0	0	0
trnaa-ugc_67	72	0	0	0	0	0	0	0	0
trnaa-cgc_16	72	0	0	0	0	0	0	0	0
trnaa-ugc_68	72	0	0	0	0	0	0	0	0
trnaa-ugc_69	72	0	0	0	0	0	0	0	0
trnaa-ugc_70	72	0	0	0	0	0	0	0	0
trnaa-cgc_17	72	0	4	0	0	0	0	0	0
trnaa-cgc_18	72	0	0	0	0	0	0	0	0
trnaa-ugc_71	72	1	4	0	0	0	0	0	0
trnaa-ugc_72	72	0	17	0	0	0	0	0	0
trnaa-cgc_19	72	0	5	0	0	0	0	0	0
trnaa-ugc_73	72	0	27	0	0	0	0	0	0
trnaa-ugc_74	72	0	0	0	0	0	0	0	0
trnaa-ugc_75	72	0	0	0	0	0	0	0	0
trnaa-cgc_20	72	0	0	0	0	0	0	0	0
trnaa-ugc_76	72	0	0	0	0	0	0	0	0
trnaa-ugc_77	72	0	0	0	0	0	0	0	0
trnaa-ugc_78	72	2	21	0	0	0	0	0	0
trnaa-ugc_79	72	0	0	0	0	0	0	0	0
trnaa-ugc_80	72	0	0	0	0	0	0	0	0
trnaa-cgc_21	72	0	0	0	0	0	0	0	0
trnaa-ugc_81	72	0	1	0	0	0	0	0	0
trnaa-ugc_82	72	0	2	0	0	0	0	0	0
trnaa-ugc_83	72	0	0	0	0	0	0	0	0
trnaa-ugc_84	72	0	0	0	0	0	0	0	0
trnaa-cgc_22	72	0	0	0	0	0	0	0	0
trnaa-ugc_85	72	0	0	0	0	0	0	0	0
trnaa-ugc_86	72	0	0	0	0	0	0	0	0
trnaa-cgc_23	72	0	0	0	0	0	0	0	0
trnaa-ugc_87	72	0	0	0	0	0	0	0	0
trnaa-ugc_88	72	0	0	0	0	0	0	0	0
trnaa-ugc_89	72	0	0	0	0	0	0	0	0
trnaa-ugc_90	72	0	0	0	0	0	0	0	0
trnaa-ugc_91	72	0	0	0	0	0	0	0	0
trnaa-ugc_92	72	0	0	0	0	0	0	0	0
trnaa-ugc_93	72	0	0	0	0	0	0	0	0
trnaa-ugc_94	72	0	0	0	0	0	0	0	0
trnaa-ugc_95	72	0	0	0	0	0	0	0	0
trnaa-ugc_96	72	0	0	0	0	0	0	0	0
trnaa-cgc_24	72	0	0	0	0	0	0	0	0
trnaa-ugc_97	72	0	0	0	0	0	0	1	0
trnaa-ugc_98	72	1	2	0	0	0	0	0	0
trnaa-ugc_99	72	1	0	0	0	0	0	0	0
trnaa-ugc_100	72	0	0	0	0	0	0	0	0
trnaa-cgc_25	72	0	0	0	0	0	0	0	0
trnaa-ugc_101	72	0	0	0	0	0	0	0	0
trnaa-cgc_26	72	0	0	0	0	0	0	0	0
trnaa-ugc_102	72	0	11	0	0	0	0	0	0
trnaa-ugc_103	72	9	12	0	0	16	0	0	0
trnaa-ugc_104	72	0	1	0	0	0	0	0	0
trnaa-ugc_105	72	0	0	0	0	0	0	0	0
trnaa-ugc_106	72	7	5	0	0	0	0	0	0
trnaa-ugc_107	72	0	10	0	0	0	0	0	0
trnaa-ugc_108	72	1	2	0	0	0	0	0	0
trnaa-ugc_109	72	1	12	0	0	0	0	0	0
trnaa-ugc_110	72	0	0	0	0	0	0	0	0
trnaa-agc_67	72	5	0	0	0	0	0	0	0
trnaa-ugc_111	72	0	0	0	0	0	0	0	0
trnaa-ugc_112	72	0	5	0	0	0	0	0	0
trnaa-ugc_113	72	0	0	0	0	0	0	0	0
trnaa-cgc_27	72	0	0	0	0	0	0	0	0
trnaa-ugc_114	72	0	0	0	0	0	0	0	0
trnaa-ugc_115	72	0	5	0	0	0	0	0	0
trnaa-ugc_116	72	0	0	0	0	0	0	0	0
trnaa-cgc_28	72	0	0	0	0	0	0	0	0
trnaa-ugc_117	72	0	0	0	0	0	0	0	0
trnaa-ugc_118	72	3	3	0	0	0	0	0	0
trnaa-ugc_119	72	0	1	0	0	0	0	0	0
trnaa-ugc_120	72	1	5	0	0	0	0	0	0
trnaa-ugc_121	72	0	4	0	0	0	0	0	0
trnaa-ugc_122	72	6	7	0	0	0	0	0	0
trnaa-ugc_123	72	1	7	0	0	0	0	0	0
trnaa-ugc_124	72	1	10	0	0	0	0	0	0
trnaa-ugc_125	72	0	0	0	0	0	0	0	0
trnaa-ugc_126	72	0	8	0	0	0	0	0	0
trnaa-cgc_29	72	0	6	0	0	0	0	0	0
trnaa-ugc_127	73	1	6	0	0	0	0	0	0
trnaa-ugc_128	72	0	1	0	0	0	0	0	0
trnaa-cgc_30	72	0	14	0	0	0	0	0	0
trnaa-ugc_129	72	32	79	0	1	0	0	1	0
trnaa-ugc_130	72	4	2	0	0	0	0	0	0
trnaa-ugc_131	72	0	8	0	0	0	2	0	0
trnaa-cgc_31	72	0	1	0	0	0	0	0	0
trnaa-ugc_132	72	0	0	0	0	0	0	0	0
trnaa-ugc_133	72	2	6	0	0	0	0	2	0
trnaa-ugc_134	72	0	0	0	0	0	0	0	0
trnaa-ugc_135	72	0	1	0	0	0	0	0	0
trnaa-cgc_32	72	0	0	0	0	0	0	0	0
trnaa-ugc_136	72	0	0	0	0	0	0	0	0
trnaa-ugc_137	72	0	3	0	0	0	0	0	0
trnaa-ugc_138	72	0	0	0	0	0	0	0	0
trnaa-ugc_139	72	0	0	0	0	0	0	0	0
trnaa-ugc_140	72	0	0	0	0	0	0	0	0
trnaa-cgc_33	72	0	4	0	0	0	0	0	0
trnaa-ugc_141	72	0	0	0	0	0	0	0	0
trnaa-ugc_142	72	1	3	0	0	0	0	0	0
trnaa-ugc_143	72	0	0	0	0	0	0	0	0
trnaa-ugc_144	72	0	0	0	0	0	0	0	0
trnaa-cgc_34	72	0	4	0	0	0	0	0	0
trnaa-ugc_145	72	0	0	0	0	0	0	0	0
trnaa-cgc_35	72	0	0	0	0	0	0	0	0
trnaa-ugc_146	72	0	0	0	0	0	0	0	0
trnaa-ugc_147	72	0	0	0	0	0	0	0	0
trnaa-ugc_148	72	0	0	0	0	0	0	0	0
trnaa-cgc_36	72	0	0	0	0	0	0	0	0
trnaa-ugc_149	72	0	0	0	0	0	0	0	0
trnaa-ugc_150	72	0	0	0	0	0	0	0	0
trnaa-cgc_37	72	0	0	0	0	0	0	0	0
trnaa-ugc_151	72	0	0	0	0	0	0	0	0
trnaa-ugc_152	72	0	0	0	0	0	0	0	0
trnaa-ugc_153	72	0	0	0	0	0	0	0	0
trnaa-ugc_154	72	0	0	0	0	0	0	0	0
trnaa-ugc_155	72	0	0	0	0	0	0	0	0
trnaa-ugc_156	72	0	0	0	0	0	0	0	0
trnaa-ugc_157	72	0	0	0	0	0	0	0	0
trnaa-ugc_158	72	0	0	0	0	0	0	0	0
trnaa-ugc_159	72	0	0	0	0	0	0	0	0
trnaa-ugc_160	72	0	0	0	0	0	0	0	0
trnaa-cgc_38	72	0	0	0	0	0	0	0	0
trnaa-ugc_161	72	0	0	0	0	0	0	0	0
trnaa-ugc_162	72	0	0	0	0	0	0	0	0
trnaa-ugc_163	72	0	0	0	0	0	0	0	0
trnaa-cgc_39	72	0	0	0	0	0	0	0	0
trnaa-ugc_164	72	0	0	0	0	0	0	0	0
trnaa-ugc_165	72	0	0	0	0	0	0	0	0
trnaa-ugc_166	72	0	0	0	0	0	0	0	0
trnaa-cgc_40	72	0	0	0	0	0	0	0	0
trnaa-ugc_167	72	0	2	0	0	0	0	0	0
trnaa-ugc_168	72	0	7	0	0	0	0	0	0
trnaa-cgc_41	72	0	0	0	0	0	0	0	0
trnaa-cgc_42	72	0	0	0	0	0	0	0	0
trnaa-ugc_169	72	0	0	0	0	0	0	0	0
trnaa-ugc_170	72	0	0	0	0	0	0	0	0
trnaa-ugc_171	72	1	1	0	0	0	0	0	0
trnaa-cgc_43	72	2	14	0	0	0	0	0	0
trnaa-ugc_172	72	0	1	0	0	0	0	0	0
trnaa-ugc_173	72	2	10	0	0	0	0	0	0
trnaa-cgc_44	72	0	0	0	0	0	0	0	0
trnaa-ugc_174	72	0	0	0	0	0	0	0	0
trnaa-ugc_175	72	0	10	0	0	0	0	0	0
trnag-ucc_29	72	0	1	0	0	0	0	0	0
trnaa-ugc_176	72	0	12	0	0	0	0	0	0
trnaa-cgc_45	72	0	4	0	0	0	0	0	0
trnaa-ugc_177	72	0	7	0	0	0	0	0	0
trnaa-ugc_178	72	0	3	0	0	0	0	0	0
trnaa-ugc_179	72	2	5	0	0	0	0	0	0
trnaa-ugc_180	72	0	2	0	0	0	0	0	0
trnaa-ugc_181	72	1	9	0	0	0	0	0	0
trnaa-ugc_182	72	0	5	0	0	0	0	0	0
trnaa-ugc_183	72	0	0	0	0	0	0	0	0
trnaa-cgc_46	72	0	0	0	0	0	0	0	0
trnaa-ugc_184	72	0	0	0	0	0	0	0	0
trnaa-ugc_185	72	1	14	0	0	0	0	0	0
trnaa-ugc_186	72	0	3	0	0	0	0	0	0
trnag-ucc_30	72	0	8	0	0	0	0	0	0
trnaa-ugc_187	72	0	0	0	0	0	0	0	0
LOC110438228	2993	97	278	12	1	0	4	3	1
trnaa-ugc_188	72	0	0	0	0	0	0	0	0
trnaa-cgc_47	72	0	0	0	0	0	0	0	0
trnaa-ugc_189	72	0	3	0	0	0	0	0	0
trnaa-ugc_190	72	2	3	0	0	0	0	0	0
trnaa-ugc_191	72	2	2	0	0	0	0	0	0
trnaa-ugc_192	72	5	19	0	0	0	0	0	0
trnaa-ugc_193	72	0	0	0	0	0	0	0	0
trnaa-ugc_194	72	1	5	0	0	0	0	0	0
trnaa-ugc_195	72	0	0	0	0	0	0	0	0
si:dkey-112m2.1	5713	298	767	964	680	401	74	187	472
si:dkey-65l23.1	1151	2	0	0	0	0	0	0	0
si:dkey-65l23.2	3980	3	0	0	13	3	0	0	0
smpd4	3387	264	829	854	973	308	86	205	423
si:ch211-222n4.2	1117	50	135	23	64	6	4	1	0
med15	2745	267	617	2155	1965	1290	252	295	1273
crkl	2780	210	474	2576	2582	960	257	612	846
LOC108180740	1160	36	154	33	13	0	0	14	49
LOC556594	1996	255	650	247	31	52	16	70	108
LOC103909449	617	15	54	14	0	0	0	0	10
LOC103909450	467	15	59	28	0	0	4	1	0
pgam2	1019	117	139	3792	4225	2254	547	896	1404
nefla	2866	285	585	1346	711	610	130	203	1545
nefma	3166	452	767	4701	3364	2871	463	1030	2680
rpl17	841	1017	274	61636	64763	30756	8951	7996	39978
nkx6.1	2023	155	398	793	590	264	98	160	614
gpat3	2664	0	0	9	0	0	0	7	0
abraxas2a	1774	3	5	0	0	0	0	0	0
mrps18c	549	0	5	19	0	0	0	0	0
helq	3422	0	3	0	0	0	0	0	0
hpse	1824	0	0	0	0	0	0	0	0
btc	1595	2	0	17	0	0	0	0	29
amacr	1477	59	146	58	85	37	5	24	42
slc45a2	1745	46	119	246	386	111	35	65	40
rxfp3	1381	6	45	37	0	3	2	4	0
gzmk	2317	56	159	0	0	29	0	3	1
gzma	2605	34	148	17	1	0	2	0	5
rai14	4796	213	545	496	520	172	39	131	235
