Geneid	length	WT_Pmm2_8_1	WT_Pmm2_8_4	WT_Pmm2_8_2	WT_Pmm2_8_3	Mutant_Pmm2_8_1	Mutant_Pmm2_8_2	Mutant_Pmm2_8_5	Mutant_Pmm2_8_3	Mutant_Pmm2_8_4
sema4ga_1	6718	37	229	85	16	3	168	55	7	31
fam45a_1	3664	22	85	28	4	1	73	12	2	17
sfxn4_1	1141	9	60	40	3	2	48	17	6	6
prdx3_1	1182	31	176	81	16	18	111	65	7	12
tm9sf3_1	2057	20	140	51	8	8	96	30	17	27
si:ch211-117n7.7_1	1230	0	0	0	0	0	0	0	0	0
si:ch211-117n7.6_1	1983	4	25	20	4	3	68	6	1	17
srbd1_1	1407	0	0	0	0	0	0	0	0	0
LOC103911981_1	1297	0	0	0	0	0	0	0	0	0
six2a_1	1610	9	3	5	11	0	16	1	0	3
six3a_1	1889	0	0	0	0	0	0	0	0	0
si:ch73-54n14.2_1	2554	0	13	3	5	0	7	3	0	3
prepl_1	2251	0	0	1	0	0	0	0	0	2
slc3a1_1	3018	0	0	0	0	0	0	0	0	0
lrpprc_1	2165	0	0	0	0	0	0	0	0	0
abcg8_1	2055	0	0	0	0	0	0	0	0	0
abcg5_1	2054	0	0	0	0	0	0	0	0	0
dync2li1_1	1433	0	0	0	0	0	0	0	0	0
cep170aa_1	7092	0	18	15	0	0	10	4	0	2
LOC103911985_1	737	0	0	0	0	0	0	0	0	0
sdccag8_1	2512	6	12	25	0	1	48	23	2	8
akt3a_1	1028	0	0	0	0	0	0	0	0	0
enpep_1	1167	0	0	0	0	0	0	0	0	0
lrit3b_1	1317	0	0	0	0	0	0	0	0	0
metap1_1	1983	0	3	0	0	0	0	0	0	0
adh8b_1	1484	0	0	0	0	0	0	0	0	0
adh8a_1	1480	0	0	0	0	0	0	0	0	0
zgc:113201_1	1946	0	0	0	0	0	0	0	0	0
eif4eb_1	1542	0	0	0	0	0	0	0	0	0
lingo2b_1	2536	40	172	84	8	4	55	31	6	25
zgc:100846_1	369	0	0	0	0	0	0	0	0	0
si:ch211-233a24.2_1	14769	387	4198	2477	157	145	1399	831	235	382
LOC110438971_1	554	0	0	0	0	0	0	0	0	0
whsc1_1	3137	0	0	0	0	0	0	0	0	0
foxi2_1	1342	1	34	11	0	3	8	7	4	1
pimr47_1	984	1	0	1	8	0	1	3	0	0
pimr48_1	1163	3	14	1	2	1	1	2	0	0
cfd_1	902	0	0	0	0	0	0	0	0	0
si:ch211-194c3.5_1	3826	0	0	0	0	0	0	0	0	0
ky_1	3416	0	0	0	0	0	0	0	0	0
slc4a11_1	2501	22	219	114	9	6	84	43	7	29
rpia_1	1335	35	249	109	21	13	142	64	18	22
eif2ak3_1	5299	114	844	422	58	81	912	388	103	247
atrn_1	4027	47	498	211	26	25	182	97	22	44
gfra4a_1	3663	25	62	34	6	2	25	10	3	11
gfra4a_2	463	0	0	0	0	0	0	0	0	0
zfand4_1	1173	0	0	0	0	0	0	0	0	0
fam21c_1	4738	85	773	367	34	20	311	156	41	83
alox5a_1	2652	3	39	15	3	1	6	0	4	6
slc25a16_1	1771	23	56	67	11	5	57	22	7	21
tet1_1	6789	28	92	85	11	7	113	31	11	20
eif4e1c_1	1753	0	0	0	0	0	0	0	0	0
si:dkey-228d14.5_1	1665	0	0	0	0	0	0	0	0	0
zgc:110319_1	1554	0	0	0	0	0	0	0	0	0
ccar1_1	4656	57	388	261	23	20	183	73	28	33
stox1_1	3331	23	134	72	12	10	84	23	5	17
si:ch211-198a12.6_1	3581	78	405	314	26	22	215	79	27	61
tlr4ba_1	2328	15	10	13	4	0	5	11	1	0
tlr4al_1	2737	2	13	1	1	0	2	0	0	3
tlr4bb_1	2739	3	2	1	2	0	0	0	0	0
ftr14l_1	2351	0	11	13	3	6	43	12	7	15
zgc:154058_1	1779	29	135	73	15	20	116	42	14	26
mat1a_1	2438	90	499	279	51	35	324	142	31	105
fam213aa_1	1270	0	0	0	0	0	0	0	0	0
sfxn3_1	968	0	0	0	0	0	0	0	0	0
sfxn3_2	639	0	0	0	0	0	0	0	0	0
pdzd7a_1	3153	7	19	8	2	0	4	5	5	0
lzts2a_1	2486	0	16	9	0	0	10	3	0	2
LOC110438972	1096	4	29	12	1	1	0	7	0	3
LOC108191976_1	480	0	0	0	0	0	0	0	0	0
LOC110438973_1	1807	0	0	0	0	0	0	0	0	0
fam204a_1	1030	9	32	21	3	0	15	8	4	4
LOC108191962_1	2144	0	0	0	0	0	0	0	0	0
atrnl1a_1	3504	2	38	24	0	0	12	0	1	5
si:ch211-270n8.1_1	856	0	0	0	0	0	0	0	0	0
LOC100535494_1	3945	37	194	83	16	4	37	16	3	26
LOC110438974	1245	0	36	16	6	2	20	7	0	2
sh2d4ba_1	1798	0	0	0	0	0	0	0	0	0
tspan14_1	1412	0	0	0	0	0	0	0	0	0
zswim8_1	7247	7	169	81	4	9	86	26	7	12
ndst2a_1	4676	55	321	215	28	21	155	79	15	41
si:dkey-174i8.1_1	3772	0	0	0	0	0	0	0	0	0
camk2g2_1	5386	166	1040	600	74	33	436	208	46	154
synpo2la_1	6016	38	1026	482	54	30	387	154	30	95
myoz1a_1	1763	56	516	428	30	20	225	132	34	69
usp54a_1	6869	66	1007	545	21	29	410	188	53	114
opn4a_1	1946	0	0	1	0	0	0	0	0	0
ldb3a_1	1324	0	11	4	0	0	0	0	0	0
LOC110438975	1448	0	5	3	3	0	4	8	0	2
bmpr1aa_1	3983	0	0	0	0	0	0	0	0	0
mmrn2a_1	4484	0	0	0	0	0	0	0	0	0
sncga_1	1278	0	3	0	0	0	0	2	0	0
zgc:193505_1	1112	0	0	0	0	0	0	0	0	0
glud1a_1	2483	0	0	0	0	0	0	0	0	0
si:ch211-134m17.9_1	2820	0	0	0	0	0	0	0	0	0
nfkb2_1	3472	4	27	31	1	0	33	6	1	14
si:ch211-150i13.1_1	9010	26	458	284	37	17	189	72	20	64
dna2_1	4747	3	20	10	2	1	21	4	1	5
pbld_1	1025	8	45	55	3	4	38	2	2	7
pbldp_1	1052	8	33	25	18	1	8	13	0	2
pbld2_1	1055	29	98	102	34	7	77	38	4	17
hnrnph3_1	2513	28	97	60	13	7	72	38	5	28
rufy2_1	3059	34	441	216	35	8	120	82	5	44
tspan15_1	1028	3	38	24	5	0	35	12	1	10
tacr2_1	3173	0	0	0	0	0	0	0	0	0
hk1_1	3690	0	1	0	0	0	0	0	0	1
si:ch211-69e5.1_1	4328	10	55	34	0	0	20	5	1	5
zgc:171579_1	2110	0	0	0	0	0	0	0	0	0
si:dkeyp-4c7.3_1	627	0	0	0	0	0	0	0	0	0
adgrb3_1	3462	0	0	0	0	0	0	0	0	0
col19a1	5445	185	1329	771	89	49	396	248	51	113
LOC110438978	187	0	0	0	0	0	2	0	0	0
LOC110438977	419	3	7	6	1	0	0	1	0	0
col9a1b_1	2798	18	217	228	24	5	112	60	8	18
pyroxd2_1	677	0	0	0	0	0	0	0	0	0
slc25a28_1	3417	0	0	0	0	0	0	0	0	0
nkx3.3_1	1530	0	0	0	0	0	0	0	0	0
nkx2.3_1	1434	0	0	0	0	0	0	0	0	0
got1_1	666	0	0	0	0	0	0	0	0	0
ipmka_1	1430	14	56	49	14	8	43	15	4	15
cisd1_1	1993	9	35	40	0	0	32	11	0	3
polr1b_1	3510	20	124	69	7	3	82	31	7	16
nanp_1	1190	2	7	13	4	0	33	12	1	8
cyp1b1_1	3386	0	0	0	0	0	0	0	0	0
LOC103912033_1	1270	0	0	0	0	0	0	0	0	0
LOC101884968_1	359	0	0	0	0	0	0	0	0	0
fndc5a_1	1754	5	87	22	2	0	36	10	4	3
LOC795192	292	0	13	0	0	0	0	0	0	0
b3galnt2_1	325	0	0	0	0	0	0	0	0	0
gng4_1	2725	0	0	0	0	0	0	0	0	0
lyst_1	12471	58	347	298	33	13	126	70	17	39
nid1a_1	1424	0	0	1	0	0	0	0	0	0
nrg2b_1	1453	2	46	25	1	4	8	0	0	3
si:dkey-160o24.3_1	2224	0	0	0	0	0	0	0	0	0
eif1ad_1	819	0	0	0	0	0	0	0	0	0
tmco6_1	1805	6	12	4	2	1	8	4	0	5
dnajc4_1	2367	29	46	11	8	1	13	7	2	6
vegfba_1	3170	7	70	31	4	11	61	18	11	11
stx5a_1	1558	1	44	28	2	3	48	10	2	11
zgc:162144_1	1133	0	0	0	0	0	0	0	0	0
si:dkeyp-115e12.6_1	6215	61	416	193	16	17	223	99	28	51
LOC110438979	877	0	0	0	0	0	0	1	0	0
tgfb2l_1	2913	0	0	0	0	0	0	0	0	0
trmt112_1	741	0	0	0	0	0	0	0	0	0
si:ch73-45o6.2_1	7477	0	112	86	2	0	19	12	10	8
zgc:153681_1	832	0	0	0	0	0	0	0	0	0
zgc:153681_2	1190	0	0	0	0	0	0	0	0	0
rps6kal_1	3255	0	0	0	0	0	0	0	0	0
si:ch211-274f20.2_1	2080	0	0	0	0	0	0	0	0	0
sybl1_1	854	0	0	0	0	0	0	0	0	0
LOC100005318_1	1261	0	0	0	0	0	0	0	0	0
polr1d_1	647	0	0	0	0	0	0	0	0	0
sh2d1ab_1	838	0	0	0	0	0	0	0	0	0
arhgef9b_1	4616	0	0	0	0	0	0	0	0	0
asb12b_1	1479	0	4	4	4	2	8	1	0	0
msnb_1	2044	7	8	4	0	1	0	2	0	0
LOC100149701_1	4946	0	0	0	0	0	0	0	0	0
tbx22_1	1965	0	0	0	0	0	0	0	0	0
sh3bgrl_1	3631	0	0	0	0	0	0	0	0	0
fb06f03_1	1153	0	0	0	0	0	0	0	0	0
LOC100536511_1	662	0	0	0	0	0	0	0	0	0
il1rapl2_1	1113	3	19	20	0	0	8	4	0	0
cysltr1_1	1486	0	0	1	0	0	1	1	0	0
lpar4_1	1748	0	10	3	0	0	1	1	0	0
p2ry10_1	1271	0	0	0	2	0	0	0	0	1
LOC101883727_1	1857	0	0	0	0	0	0	0	0	0
gpr174_1	2620	0	0	0	0	0	0	0	0	0
si:dkey-92i17.2_1	1926	0	0	0	0	0	0	0	0	0
nup62l_1	1641	0	0	0	0	0	0	0	0	0
atrx_1	2753	0	0	0	0	0	0	0	0	0
frmpd3_1	6358	16	155	73	16	7	81	24	8	13
znf711_1	2703	11	50	23	2	0	15	5	3	4
zgc:66447_1	2580	5	45	44	2	0	37	21	2	3
tmsb1_1	532	32	168	97	22	10	173	37	7	27
prps1b_1	1580	0	19	13	2	0	18	7	2	2
kctd12b_1	2248	1	21	5	2	0	1	2	1	0
hspa9_1	3057	19	301	134	41	38	391	186	46	82
rhogd_1	3556	0	52	32	9	4	78	25	3	12
hdac3_1	2065	18	136	77	17	8	95	30	7	11
myot_1	2460	0	45	25	3	5	31	16	5	8
thoc2_1	2980	0	0	0	0	0	0	0	0	0
gria3b_1	2709	0	91	46	2	8	53	19	8	11
rnf4_1	1349	0	0	0	0	0	0	0	0	0
selt2_1	1679	0	0	0	0	0	0	0	0	0
rab33a_1	977	0	0	0	0	0	0	0	0	0
si:ch211-159i8.4_1	7568	0	0	1	0	0	0	0	0	0
LOC101886375_1	826	0	0	0	0	0	0	0	0	0
slitrk4_1	4906	0	0	0	0	0	0	0	0	0
LOC101886835_1	3445	0	0	0	0	0	0	0	0	0
LOC110438981	239	2	47	11	0	0	31	2	2	7
LOC110438982	1184	0	15	4	0	0	13	1	0	0
LOC110438983	1996	5	0	4	4	0	5	2	0	0
LOC103908743_1	668	0	0	0	0	0	0	0	0	0
zgc:136929_1	2026	0	105	28	3	2	7	9	2	3
ppp2r2cb_1	2871	18	310	113	12	6	89	34	11	31
si:ch211-175m2.4_1	1009	0	4	6	2	0	20	1	3	1
si:ch211-175m2.5_1	1210	18	72	18	10	6	41	13	3	15
smim19_1	1027	12	117	41	5	3	42	23	6	18
egr1_1	1536	37	229	116	15	9	40	41	6	26
reep2_1	3083	0	0	0	0	0	0	0	0	0
kdm3b_1	2853	0	0	0	0	0	0	0	0	0
ankrd13d_1	2019	0	0	0	0	0	0	0	0	0
ctbp1_1	3483	0	0	0	0	0	0	0	0	0
spon2a_1	3361	0	44	13	3	4	28	9	5	8
tbc1d10c_1	4618	0	39	18	4	0	7	2	2	9
rad9a_1	1712	1	33	19	0	3	15	6	2	0
zgc:113229_1	2144	4	46	3	2	0	25	8	1	7
p2rx3a_1	1688	6	27	17	3	2	14	8	1	12
ssrp1a_1	2692	4	66	30	13	11	70	9	4	11
clcf1_1	4446	0	38	16	0	4	38	12	1	11
slc43a1a_1	2963	0	0	0	0	0	0	0	0	0
med19a_1	1014	0	0	0	0	0	0	0	0	0
si:dkey-6i22.5_1	858	0	0	0	0	0	0	0	0	0
tmx2a_1	1201	0	0	0	0	0	0	0	0	0
ccng1_1	1941	0	0	0	0	0	0	0	0	0
nudcd2_1	861	0	0	0	0	0	0	0	0	0
gabra6a_1	895	0	0	0	0	0	0	0	0	0
graf4b_1	1867	0	0	0	0	0	0	0	0	0
LOC103908749_1	146	0	0	0	0	0	0	0	0	0
LOC110438985_1	891	8	2	1	6	0	0	9	0	1
LOC110438986	1216	11	126	76	7	9	57	21	4	10
enox2_1	1815	0	0	0	0	0	0	0	0	0
wu:fb13g09_1	5047	0	0	7	0	0	9	0	0	0
med12_1	6938	0	0	0	0	0	0	0	0	0
mars2_1	2074	0	0	0	0	0	0	0	0	0
hspa4b_1	1339	0	0	0	0	0	0	0	0	0
hspa4b_2	1604	0	0	0	0	0	0	0	0	0
gnpda1_1	1024	0	0	0	0	0	0	0	0	0
ndfip1_1	1767	0	0	0	0	0	0	0	0	0
fgf1a_1	1714	0	0	0	0	0	0	0	0	0
nr3c1_1	3988	0	0	0	0	0	1	0	0	1
kctd16a_1	918	0	1	2	1	0	0	0	0	0
sh3rf2_1	3354	0	0	0	0	0	0	0	0	0
kif3a_1	2875	0	1	0	0	0	0	0	0	0
il4_1	588	0	0	0	0	0	0	0	0	0
drd1a_1	3289	0	0	0	0	0	0	0	0	0
msx2a_1	1300	0	0	0	0	0	0	0	0	0
si:ch211-277c7.7_1	1114	0	0	0	0	0	0	0	0	0
cpeb4a_1	5056	0	0	0	0	0	0	0	0	0
stc2a_1	852	21	132	39	5	13	99	15	3	9
nkx2.5_1	1621	3	18	5	9	0	28	0	0	2
bnip1a_1	1075	0	11	10	0	5	27	5	1	0
LOC110438988	898	0	4	0	2	0	0	0	0	0
dpf2l_1	2165	4	35	22	3	0	13	7	3	1
hnrnpa0a_1	2435	2	167	105	18	4	102	32	12	16
LOC107195253_1	673	5	98	77	4	3	47	30	9	11
klhl3_1	4089	14	103	69	5	5	69	15	4	15
fam13b_1	5504	72	1636	917	83	87	851	394	126	152
LOC110438987_1	1566	0	0	0	0	0	0	0	0	0
cxcl14_1	1729	13	72	23	0	1	11	14	4	10
slit3_1	6150	18	392	217	24	20	194	88	23	42
mir218a-1_1	83	0	0	2	0	0	3	0	0	0
tsc22d3_1	2287	129	335	121	51	18	325	175	30	52
acsl4a_1	1953	0	0	0	0	0	0	0	0	0
nxt2_1	994	0	0	0	0	0	0	0	0	0
psmd10_1	1016	0	0	0	0	0	0	0	0	0
xiap_1	2107	0	0	0	0	0	0	0	0	0
stag2b_1	6732	260	2592	1160	142	125	956	412	96	305
zgc:113364_1	869	0	11	15	0	0	7	0	3	1
hmmr_1	3311	2	61	53	16	7	32	9	2	7
insb_1	498	0	0	0	0	0	0	0	0	0
LOC110438989	252	6	71	29	1	4	41	11	3	9
si:dkey-34l15.2_1	8657	56	480	298	18	13	149	93	20	59
si:dkey-34l15.1_1	918	26	71	31	13	16	108	53	8	36
zgc:153146_1	1547	0	23	18	5	0	33	4	1	5
pdlim3b_1	988	3	6	9	2	0	7	3	1	2
sorbs2b_1	9479	116	1161	642	78	33	377	181	43	80
fam149a_2	2548	2	3	2	1	0	0	2	1	0
cyp4v7_1	4646	0	0	2	0	0	0	0	0	0
mtnr1ab_1	2919	11	9	8	4	1	2	3	0	3
fat1b_1	13845	61	768	367	24	22	232	121	39	75
asah1a_1	1574	0	43	16	3	3	73	19	5	4
fgl1_1	1348	13	22	13	8	1	6	7	2	2
mtus1a_1	2793	6	46	40	5	2	42	18	5	11
pdgfrl_1	1418	10	73	32	14	0	35	7	3	14
slc7a2_1	3127	42	320	151	24	32	108	72	13	42
mtmr7a_1	2757	22	54	25	2	3	33	7	10	5
cnot7_1	2230	1	12	11	6	0	4	11	3	4
zdhhc2_1	2495	5	89	43	15	0	14	21	1	9
micu3b_1	3917	46	448	217	27	14	171	76	11	52
gpc3_1	498	0	0	0	0	0	0	0	0	0
mir363_1	127	0	0	0	0	0	0	0	0	0
mir19c_1	105	0	0	0	0	0	0	0	0	0
mir20b_1	94	0	0	0	0	0	0	0	0	0
mir18c_1	85	0	0	0	0	0	0	0	0	0
ccdc160_1	939	0	0	0	0	0	2	0	0	0
cab39l1_1	2360	0	0	0	0	0	0	0	0	0
phf6_1	1761	0	0	0	0	0	0	0	0	0
hprt1_1	1706	0	0	0	0	0	0	0	0	0
mir457b_1	78	0	0	0	0	0	0	0	0	0
fam122b_1	1701	0	0	0	0	0	0	0	0	0
mospd1_1	1243	10	172	63	2	1	18	10	2	6
ddx26b_1	3160	16	123	90	10	0	29	9	2	17
mmgt1_1	1110	18	173	61	4	1	121	50	10	20
slc9a6a_1	3389	1	69	36	2	9	31	13	1	19
fhl1a_1	1423	6	80	54	15	3	67	19	8	14
map7d3_1	4633	20	165	79	13	9	105	27	13	20
adgrg4a_1	3716	52	222	126	14	9	141	57	9	47
si:dkeyp-11e3.1_1	1702	0	0	0	0	0	0	0	0	0
f9a_1	1716	0	0	0	0	0	0	0	0	0
mcf2a_1	5967	15	170	67	4	2	37	23	1	21
atp11c_1	6719	113	1034	606	61	47	500	211	32	152
si:ch211-143l19.3_1	3220	0	0	0	0	0	0	0	0	0
kdrl_1	364	0	0	0	0	0	0	0	0	0
tex11_1	3181	0	0	0	0	0	0	0	0	0
dlg3_1	5972	5	70	29	9	0	22	18	3	11
gdpd2_1	2865	16	88	76	18	15	101	27	4	26
pdzd11_1	1162	26	95	38	7	1	30	16	6	20
stard14_1	2082	13	60	41	17	20	263	74	17	37
rab41_1	2516	44	334	231	40	17	241	145	30	70
sept6_1	1543	51	276	149	31	6	113	55	13	36
sowahd_1	1632	0	0	0	0	0	0	0	0	0
rpl39_1	399	0	0	0	0	0	1	0	0	0
upf3b_1	2301	0	0	0	0	0	0	0	0	0
pimr117_1	2022	0	0	0	0	0	0	0	0	0
pimr120_1	2164	0	0	0	0	0	0	0	0	0
pimr119_1	2662	0	0	0	0	0	0	0	0	0
pimr118_1	1989	0	0	0	0	0	0	0	0	0
pimr210_1	2134	0	0	0	0	0	0	0	0	0
ndufa1_1	1254	0	0	0	0	0	0	0	0	0
nkap_1	1644	0	0	0	0	0	0	0	0	0
zbtb33_1	2434	0	0	0	0	0	0	0	0	0
tmem255a_1	1626	0	0	0	0	0	0	0	0	0
ocrl_1	5865	0	0	0	0	0	0	0	0	0
si:ch73-335m24.2_1	1613	0	0	0	0	0	0	0	0	0
clic2_1	1381	0	0	0	0	0	0	0	0	0
urp1_1	720	0	0	0	0	0	0	0	0	0
si:ch73-335m24.5_1	2722	13	109	75	11	4	27	19	8	12
zdhhc24_1	1627	22	48	33	3	3	31	10	2	4
LOC101882840_1	2167	5	16	20	6	1	8	5	2	10
foxa_1	1957	3	8	3	1	0	4	0	0	1
cyfip2_1	4023	3	27	12	5	0	12	0	2	5
itk_1	2687	2	13	4	1	0	7	0	0	3
med7_1	996	0	0	0	0	0	0	0	0	0
lonrf1_1	5588	13	76	30	2	7	37	20	2	9
gria1a_1	1056	1	0	2	2	0	5	6	0	0
wnt8-2_1	589	0	0	0	0	0	0	0	0	0
wnt8a_1	589	0	0	0	0	0	0	0	0	0
lcp2b_1	2419	0	0	0	0	0	0	0	0	0
zgc:194246_1	738	0	0	0	0	0	0	0	0	0
foxi3b_1	1300	0	0	0	0	0	0	0	0	0
gabrp_1	2274	0	2	0	0	0	0	0	0	0
pttg1_1	824	0	6	2	0	0	7	0	0	3
afap1l1a_1	2548	3	101	54	6	5	36	16	9	12
ablim3_1	2721	22	119	57	3	0	33	12	3	11
sh3tc2_1	5045	0	0	0	0	0	0	0	0	0
si:ch211-203d1.3_1	2894	20	44	25	1	9	73	13	3	5
mrpl18_1	778	0	1	2	1	0	0	0	0	2
LOC110438991	1072	0	3	4	1	4	12	0	5	0
pdgfc_1	1919	0	0	0	0	0	0	0	0	0
elovl6_1	1087	0	0	0	0	0	0	0	0	0
egf_1	3640	0	0	0	0	0	0	0	0	0
lrit3a_1	2216	6	43	34	2	0	16	3	3	0
LOC101883788	5432	3	20	3	1	0	0	0	0	2
gpm6aa_1	4110	216	928	647	71	82	623	178	33	168
spata4_1	923	0	0	0	0	0	0	0	0	0
asb5a_1	891	5	13	13	0	0	3	5	0	5
neil3_1	1898	4	0	3	2	0	1	0	0	0
aga_1	1276	6	81	77	11	6	66	7	3	22
LOC110438992	1124	0	0	0	0	0	0	0	0	0
si:dkey-237h12.3_1	10960	61	408	199	38	4	81	50	22	21
tdo2a_1	1539	87	358	183	19	17	117	47	29	14
ctso_1	2419	23	147	39	10	3	58	26	4	21
rnf130_1	1892	4	182	73	5	13	50	14	3	13
pcdh1b_1	5576	0	0	0	0	0	0	0	0	0
rnasel3_1	1127	0	1	10	0	6	0	0	0	0
fbxo38_1	5187	21	117	76	14	18	71	20	6	15
mir143-2_1	99	0	0	0	0	0	0	0	0	0
mir145_1	113	0	0	1	0	0	4	6	0	0
csnk1a1_1	2332	0	0	0	0	0	0	0	0	0
si:ch211-195b11.3_1	1001	1	1	0	0	0	0	1	0	0
si:ch211-195b11.7_1	1919	0	33	20	0	8	95	22	9	17
spdl1_1	2034	0	23	24	11	1	19	7	1	3
hnrnpa0b_1	1706	172	1193	655	88	85	690	374	74	152
hnrnpa0l_1	1431	89	785	565	49	19	353	180	55	124
gsr_1	1976	20	93	59	5	5	55	13	9	18
uqcrq_1	437	0	3	3	0	0	5	0	1	0
timm8a_1	1067	0	31	23	0	1	17	2	2	13
zgc:101583_1	1641	3	105	43	10	1	65	19	10	17
btk_1	2598	11	59	15	1	2	37	5	0	3
gla_1	1470	0	3	8	0	0	5	0	1	3
glra4a_1	2041	7	99	64	14	2	31	10	2	3
diaph2_1	847	19	159	71	6	4	63	52	13	21
LOC110438993	1181	10	66	29	6	3	14	10	5	7
LOC110438994	5567	0	0	0	0	0	0	0	0	0
itga6l_1	944	9	20	11	4	3	5	8	2	2
LOC110438995_1	1405	15	59	50	5	2	47	15	8	12
nitr14b_1	1381	0	16	0	1	0	0	0	0	1
nitr13_1	1720	4	0	3	0	0	0	2	1	2
nitr14a	730	2	0	0	4	0	0	0	0	1
LOC110438996	1177	6	0	0	0	0	2	1	0	1
fgfrl1b_1	3388	31	155	73	6	5	89	15	3	30
LOC103908766_1	984	0	1	0	0	0	0	0	0	0
LOC108192131_1	296	0	0	0	0	0	0	0	0	0
pcdh18b_1	3688	47	424	208	26	19	147	57	19	26
adra1bb_1	1825	0	0	0	0	0	0	0	0	0
eif4ea_1	1422	0	0	0	0	0	0	0	0	0
adh5_1	1291	0	0	0	0	0	0	0	0	1
gar1_1	1284	0	0	0	0	0	0	0	0	0
urb1_1	2025	0	0	0	0	0	0	0	0	0
phkg1a_1	2741	0	0	0	0	0	0	0	0	0
chchd2_1	900	0	0	0	0	0	0	0	0	0
hnrnpl2_1	1825	0	0	0	0	0	0	0	0	0
rbp2a_1	527	6	32	0	12	0	45	6	0	18
brwd1_1	7928	119	908	493	82	30	221	124	41	141
si:ch73-281n10.2_1	1432	160	498	474	90	34	273	158	28	139
wrb_1	963	49	95	80	10	12	50	21	7	24
sh3bgr_1	549	0	10	3	0	0	7	0	0	0
ech1_1	1570	11	9	21	1	3	8	4	2	5
mrps22_1	1248	18	33	20	17	16	10	14	7	20
LOC110438997	7150	5	53	39	5	3	52	10	4	4
si:ch73-311h14.2_1	2133	18	193	105	32	12	68	40	16	20
foxl2_1	1055	1	54	17	2	0	13	16	2	3
pik3cb_1	1886	0	3	4	1	0	0	2	1	0
LOC108179115_1	3762	0	0	0	0	0	0	0	0	0
LOC108179246_1	648	0	0	0	0	0	0	0	0	0
LOC110438999	1681	0	1	8	0	0	14	1	0	0
LOC110438998	696	0	4	2	0	0	1	4	0	0
zgc:114130_1	2625	0	0	0	0	0	0	0	0	0
si:ch211-116o3.6_1	624	0	0	0	0	0	0	0	0	0
trappc6bl_1	1313	0	0	0	0	0	0	0	0	0
si:ch211-116o3.5_1	2405	0	0	0	0	0	0	0	0	0
clca1_1	3054	2	16	6	1	0	3	2	0	4
LOC101886645_1	1398	0	0	0	0	0	0	0	0	0
clca5.2_1	1207	0	0	0	0	0	0	0	0	0
pnkp_1	2206	0	0	0	0	0	0	0	0	0
si:dkey-243k1.3_1	914	0	0	0	0	0	0	0	0	0
zgc:162193_1	3680	0	2	3	0	0	0	0	0	0
dpf1_1	1789	21	97	70	5	2	26	20	3	3
LOC110439000	549	0	7	4	2	0	0	0	0	0
si:ch211-11n16.2_1	1287	5	260	140	7	7	61	55	14	29
LOC110437739	2053	0	0	0	0	0	0	0	0	0
LOC110439001	4377	15	70	41	6	1	45	29	6	20
numbl_1	2540	42	531	207	23	16	159	52	23	45
adck4_1	3478	8	159	62	7	4	88	23	9	21
si:dkey-114g7.4_1	393	0	0	0	0	0	0	0	0	0
LOC110439002	741	0	6	5	1	0	1	0	1	3
si:ch211-149e23.4_1	5823	12	45	21	11	2	41	11	3	9
trnak-cuu_357	73	0	0	0	0	0	0	0	0	0
trnan-guu_357	74	0	8	2	1	0	0	4	0	3
trnak-cuu_358	73	0	0	0	0	0	2	0	0	0
trnan-guu_358	74	0	0	0	0	0	0	0	0	0
rrp8_1	1921	8	78	38	6	2	101	31	2	6
med29_1	637	18	10	4	4	0	14	9	1	7
c2cd3_1	6839	34	176	54	15	7	64	14	2	14
camkk1b_1	1403	0	0	0	0	0	0	0	0	0
ywhag2_1	1841	0	0	0	0	0	0	0	0	0
zgc:92630_1	863	0	0	0	0	0	0	0	0	0
proca1_1	2668	0	0	0	0	0	0	0	0	0
zgc:174895_1	1489	0	0	0	0	0	0	0	0	0
rab34a_1	1530	0	0	0	0	0	0	0	0	0
trnat-agu_359	74	0	0	0	0	0	0	0	0	0
trnar-ucu_213	73	0	0	0	0	0	0	0	0	0
nek8_1	2784	6	19	12	1	2	42	12	1	2
traf4a_1	3072	1	20	5	1	1	8	1	0	1
LOC108179291_1	942	0	0	0	0	0	0	0	0	0
LOC110437897_1	564	0	0	0	0	0	0	0	0	0
LOC797963_1	4170	0	0	0	0	0	0	0	0	0
LOC101883229_1	1525	0	0	0	0	0	0	0	0	0
LOC103908819_1	396	0	0	0	0	0	0	0	0	0
LOC110437939_1	988	7	2	1	5	0	5	0	0	6
si:ch211-33e4.2_1	738	0	0	1	0	0	5	1	0	0
tada2a_1	1719	7	159	37	15	6	54	32	3	1
dusp14_1	1334	5	104	38	2	1	36	19	1	8
synrg_1	5048	8	180	75	4	1	90	28	6	19
hnf1ba_1	4167	0	0	0	0	0	0	0	0	0
dynll2a_1	1421	48	91	56	5	9	34	25	10	17
srsf1a_1	1950	2	47	22	10	4	11	8	4	8
aldoca_1	1805	11	60	32	1	1	1	5	2	1
si:ch211-259g3.4_1	648	0	0	0	0	0	0	0	0	0
glod4_1	1215	0	0	0	0	0	0	0	0	0
rnmtl1a_1	1365	0	0	0	0	0	0	0	0	0
nxn_1	1741	0	0	0	0	0	0	0	0	0
zgc:103681_1	834	0	0	0	0	0	0	0	0	0
gdpd1_1	2482	0	0	0	0	0	0	0	0	0
ypel2b_1	7696	0	0	0	0	0	0	0	0	0
hip1_1	3776	11	265	61	10	12	113	29	5	3
