Geneid	length	WT_Pmm2_6_5	WT_Pmm2_6_3	WT_Pmm2_6_1	WT_Pmm2_6_4	Mutant_Pmm2_6_3	Mutant_Pmm2_6_2	Mutant_Pmm2_6_5	Mutant_Pmm2_6_1
trnaa-ugc_118	72	0	0	0	0	0	0	0	0
trnaa-ugc_119	72	0	0	0	0	0	0	0	0
trnaa-ugc_120	72	0	0	0	0	0	0	0	0
trnaa-ugc_121	72	0	0	0	0	0	0	0	0
trnaa-ugc_122	72	0	0	0	0	3	0	0	0
trnaa-ugc_123	72	0	0	0	0	0	0	0	0
trnaa-ugc_124	72	0	0	0	0	0	0	0	0
trnaa-ugc_125	72	0	0	0	0	0	0	0	0
trnaa-ugc_126	72	0	0	0	0	0	0	0	0
trnaa-cgc_29	72	0	0	0	0	0	0	0	0
trnaa-ugc_127	73	0	0	0	0	0	0	0	0
trnaa-ugc_128	72	0	0	0	0	0	0	0	0
trnaa-cgc_30	72	0	0	0	0	0	0	0	0
trnaa-ugc_129	72	0	0	0	0	5	1	0	0
trnaa-ugc_130	72	0	0	0	0	0	0	0	0
trnaa-ugc_131	72	0	0	0	0	0	0	0	0
trnaa-cgc_31	72	0	0	0	0	0	0	0	0
trnaa-ugc_132	72	0	0	0	0	0	0	0	0
trnaa-ugc_133	72	0	0	0	0	0	0	0	0
trnaa-ugc_134	72	0	0	0	0	0	0	0	0
trnaa-ugc_135	72	0	0	0	0	0	0	0	0
trnaa-cgc_32	72	0	0	0	0	0	0	0	0
trnaa-ugc_136	72	0	0	0	0	0	0	0	0
trnaa-ugc_137	72	0	0	0	0	0	0	0	0
trnaa-ugc_138	72	0	0	0	0	0	0	0	0
trnaa-ugc_139	72	0	0	0	0	0	0	0	0
trnaa-ugc_140	72	0	0	0	0	0	0	0	0
trnaa-cgc_33	72	0	0	0	0	0	0	0	0
trnaa-ugc_141	72	0	0	0	0	0	0	0	0
trnaa-ugc_142	72	0	0	0	0	0	0	0	0
trnaa-ugc_143	72	0	0	0	0	0	0	0	0
trnaa-ugc_144	72	0	0	0	0	0	0	0	0
trnaa-cgc_34	72	0	0	0	0	0	0	0	0
trnaa-ugc_145	72	0	0	0	0	0	0	0	0
trnaa-cgc_35	72	0	0	0	0	0	0	0	0
trnaa-ugc_146	72	0	0	0	0	0	0	0	0
trnaa-ugc_147	72	0	0	0	0	0	0	0	0
trnaa-ugc_148	72	0	0	0	0	0	0	0	0
trnaa-cgc_36	72	0	0	0	0	0	0	0	0
trnaa-ugc_149	72	0	0	0	0	0	0	0	0
trnaa-ugc_150	72	0	0	0	0	0	0	0	0
trnaa-cgc_37	72	0	0	0	0	0	0	0	0
trnaa-ugc_151	72	0	0	0	0	0	0	0	0
trnaa-ugc_152	72	0	0	0	0	0	0	0	0
trnaa-ugc_153	72	0	0	0	0	0	0	0	0
trnaa-ugc_154	72	0	0	0	0	0	0	0	0
trnaa-ugc_155	72	0	0	0	0	0	0	0	0
trnaa-ugc_156	72	0	0	0	0	0	0	0	0
trnaa-ugc_157	72	0	0	0	0	0	0	0	0
trnaa-ugc_158	72	0	0	0	0	0	0	0	0
trnaa-ugc_159	72	0	0	0	0	0	0	0	0
trnaa-ugc_160	72	0	0	0	0	0	0	0	0
trnaa-cgc_38	72	0	0	0	0	0	0	0	0
trnaa-ugc_161	72	0	0	0	0	0	0	0	0
trnaa-ugc_162	72	0	0	0	0	0	0	0	0
trnaa-ugc_163	72	0	0	0	0	0	0	0	0
trnaa-cgc_39	72	0	0	0	0	0	0	0	0
trnaa-ugc_164	72	0	0	0	0	0	0	0	0
trnaa-ugc_165	72	0	0	0	0	0	0	0	0
trnaa-ugc_166	72	0	0	0	0	0	0	0	0
trnaa-cgc_40	72	0	0	0	0	0	0	0	0
trnaa-ugc_167	72	0	0	0	0	0	0	0	0
trnaa-ugc_168	72	0	0	0	0	0	0	0	0
trnaa-cgc_41	72	0	0	0	0	0	0	0	0
trnaa-cgc_42	72	0	0	0	0	0	0	0	0
trnaa-ugc_169	72	0	0	0	0	0	0	0	0
trnaa-ugc_170	72	0	0	0	0	0	0	0	0
trnaa-ugc_171	72	0	0	0	0	0	0	0	0
trnaa-cgc_43	72	0	0	0	0	0	0	0	0
trnaa-ugc_172	72	0	0	0	0	0	0	1	0
trnaa-ugc_173	72	0	0	0	0	3	0	0	0
trnaa-cgc_44	72	0	0	0	0	0	0	0	0
trnaa-ugc_174	72	0	0	0	0	0	0	0	0
trnaa-ugc_175	72	0	0	0	0	0	0	0	0
trnag-ucc_29	72	0	0	0	0	0	0	0	0
trnaa-ugc_176	72	0	0	0	0	0	0	0	0
trnaa-cgc_45	72	0	0	0	0	0	0	0	0
trnaa-ugc_177	72	0	0	0	0	0	0	0	0
trnaa-ugc_178	72	0	0	0	0	0	0	0	0
trnaa-ugc_179	72	0	0	0	0	0	0	0	0
trnaa-ugc_180	72	0	0	0	0	0	0	0	0
trnaa-ugc_181	72	0	0	0	0	0	0	0	0
trnaa-ugc_182	72	0	0	0	0	0	0	0	0
trnaa-ugc_183	72	0	0	0	0	0	0	0	0
trnaa-cgc_46	72	0	0	0	0	0	0	0	0
trnaa-ugc_184	72	0	0	0	0	0	0	0	0
trnaa-ugc_185	72	0	0	0	0	0	0	0	0
trnaa-ugc_186	72	0	0	0	0	0	0	0	0
trnag-ucc_30	72	0	0	0	0	0	0	0	0
trnaa-ugc_187	72	0	0	0	0	0	0	0	0
LOC110438228	2993	0	9	0	12	23	4	2	0
trnaa-ugc_188	72	0	0	0	0	0	0	0	0
trnaa-cgc_47	72	0	0	0	0	0	0	0	0
trnaa-ugc_189	72	0	0	0	0	0	0	0	0
trnaa-ugc_190	72	0	0	0	0	0	0	1	0
trnaa-ugc_191	72	0	0	0	0	0	0	0	0
trnaa-ugc_192	72	0	6	0	1	1	0	0	0
trnaa-ugc_193	72	0	0	0	0	0	0	0	0
trnaa-ugc_194	72	0	0	0	0	0	0	0	0
trnaa-ugc_195	72	0	0	0	0	0	0	0	0
si:dkey-112m2.1	5713	443	400	137	508	245	118	73	190
si:dkey-65l23.1	1151	0	0	0	0	0	0	0	0
si:dkey-65l23.2	3980	0	0	0	2	0	0	0	0
smpd4	3387	314	317	124	327	172	139	56	170
si:ch211-222n4.2	1117	10	26	13	9	17	11	3	23
med15	2745	677	682	139	795	419	393	183	390
crkl	2780	867	981	276	1114	538	419	177	836
LOC108180740	1160	0	0	0	3	2	7	1	0
LOC556594	1996	38	55	20	79	43	18	9	49
LOC103909449	617	3	0	0	0	0	0	0	0
LOC103909450	467	0	0	0	1	3	0	0	4
pgam2	1019	1625	1587	653	1822	707	866	251	1577
nefla	2866	295	283	129	355	273	187	74	163
nefma	3166	1519	1565	532	2066	587	637	223	576
rpl17	841	20774	19531	9423	17595	9969	12701	4380	16374
nkx6.1	2023	262	246	59	225	223	122	60	160
gpat3	2664	8	2	0	6	0	1	0	0
abraxas2a	1774	0	0	0	0	0	0	0	0
mrps18c	549	0	0	0	0	1	0	0	0
helq	3422	0	0	0	0	0	0	0	0
hpse	1824	0	0	0	0	0	0	0	0
btc	1595	0	3	13	16	3	0	0	1
amacr	1477	17	34	35	58	23	29	5	12
slc45a2	1745	155	145	83	182	47	51	13	87
rxfp3	1381	24	10	3	2	0	0	7	14
gzmk	2317	16	8	0	8	0	0	0	0
gzma	2605	0	13	0	0	18	0	4	0
rai14	4796	97	115	49	212	129	40	20	114
si:ch211-262i10.2	1377	0	0	0	0	0	0	0	0
fgf10a	1996	0	0	0	0	0	0	0	0
nnt	4697	4489	4453	2439	6050	2235	1841	654	3303
ccdc80l2	2794	208	209	101	164	178	88	23	172
fybb	3109	160	155	34	164	132	69	57	94
mfhas1	4846	95	149	27	150	66	47	39	95
eri1	1620	0	4	0	0	0	0	0	2
ppp1r3b	2557	0	0	0	0	0	0	0	5
tnksa	6874	140	70	47	193	21	36	18	61
LOC108180761	366	5	3	2	18	8	1	6	9
dusp4	1782	0	0	0	0	0	0	0	0
si:dkey-247m21.3	3533	28	38	8	18	19	20	8	18
zgc:86764	2074	44	35	47	44	43	29	4	49
LOC101886495	647	4	2	0	17	28	6	0	2
slc26a1	3032	87	130	47	131	64	81	24	90
rbp4l	839	2408	2816	1056	2790	1180	1205	483	1742
pde6b	5611	384	532	153	502	328	74	72	288
atp5ia	405	159	197	112	184	98	92	49	108
hspb11	924	132	189	92	219	70	111	29	86
si:dkey-30k6.5	3154	161	130	34	178	125	80	43	127
zgc:103482	1444	5	37	14	6	48	3	4	10
efna5a	5414	325	459	199	421	279	179	97	245
LOC797032	1633	34	30	12	19	21	12	8	13
gadd45gb.1	1297	186	161	39	155	70	92	18	71
si:ch211-22d5.2	2902	160	160	54	203	176	39	18	81
ghrb	2971	934	995	380	1483	682	511	226	1073
oxct1b	1920	259	227	82	363	158	176	23	134
LOC798694	3040	0	21	4	11	5	11	1	2
LOC797311	1600	1	3	0	0	0	0	0	0
c7b	2837	0	0	0	0	0	0	0	0
c6	3154	0	9	0	14	14	2	0	0
rgs7bpb	1538	57	16	4	50	21	13	9	32
rnf180	1945	9	23	0	25	19	8	11	23
htr1ab	1212	0	2	0	5	11	0	7	0
LOC108180727	1339	17	23	9	15	1	4	2	1
ndr1	1459	0	0	0	0	4	0	0	0
eif4ebp1	1278	428	378	83	587	194	207	99	257
ank1b	8390	418	467	125	789	142	146	80	268
LOC103909452	543	0	0	0	1	3	2	0	0
ftsj1	1474	37	24	14	28	27	23	12	48
rictorb	7734	502	631	316	870	402	303	131	489
lifrb	3751	90	143	50	146	144	27	44	59
ccdc61	2605	113	127	67	161	99	42	21	107
itpkca	3455	446	486	253	493	496	230	87	348
LOC101882370	3195	51	36	21	50	96	23	1	49
qpctlb	2563	41	32	44	97	61	11	6	29
sdhaf1	1630	36	47	23	64	60	26	16	38
si:ch211-191j22.3	884	179	239	86	213	120	113	48	147
kcnk12l	3023	11	46	8	32	59	3	5	25
ppm1nb	1693	297	366	174	564	211	99	44	238
rtn2b	2058	149	127	86	199	113	102	24	136
pvrl3b	2383	173	253	86	315	70	79	45	160
diablob	1098	113	110	89	152	47	60	34	103
LOC108180736	1850	6	13	14	8	18	2	6	2
LOC108180735	1684	0	24	7	2	12	0	1	0
or133-6	1125	12	1	0	0	5	4	1	7
or133-5	1815	0	5	0	2	9	4	3	0
or133-10	1090	5	7	4	2	10	0	2	5
or133-1	1453	0	11	0	9	16	0	5	3
b9d2	1074	19	29	14	52	19	14	3	17
tgfb1b	2492	62	37	20	53	41	17	14	42
cbr1l	1608	379	468	293	587	324	248	80	378
LOC108180717	753	1	7	6	2	4	0	0	0
or125-8	1026	0	4	4	0	17	4	0	0
or125-7	936	0	2	1	6	7	0	4	3
or125-6	954	1	0	0	3	1	0	0	0
or125-5	927	6	7	0	2	0	0	1	1
or125-4	924	0	3	4	3	13	0	0	1
or125-3	930	0	8	0	8	1	4	1	2
or125-2	921	0	4	0	0	26	2	1	0
or125-1	960	0	8	3	5	2	1	0	4
or123-1	936	0	2	3	1	9	1	1	0
or124-1	927	7	7	0	14	13	0	0	4
or124-3	936	1	14	0	3	7	0	3	0
or124-2	933	0	0	1	3	5	1	4	0
or124-4	2326	0	6	8	1	7	0	2	0
defbl1	713	67	122	17	46	50	59	7	31
pold3	1471	174	155	101	271	157	105	57	174
chrdl2	2372	7	45	4	8	47	11	4	12
xrra1	2512	9	19	3	11	47	3	11	25
neu3.1	1818	91	23	41	102	25	34	8	67
neu3.2	1458	4	0	4	21	4	8	8	10
neu3.3	2426	0	0	0	0	0	0	0	0
neu3.4	1482	0	0	0	0	0	0	0	0
neu3.5	1910	26	8	6	8	0	9	3	6
wdr73	1419	10	21	10	18	45	6	7	16
defbl2	862	0	10	0	0	8	4	0	0
gria4b	6154	80	40	12	78	4	17	24	30
elmod1	4676	665	770	215	885	445	289	144	540
slc35f2	1931	4	18	12	13	5	3	1	15
cul5b	2844	22	16	17	27	10	17	2	15
capn5b	3726	60	162	90	112	58	27	12	66
ompb	1098	0	4	1	10	4	7	1	10
myo7ab	7814	65	79	18	101	57	31	10	57
gdpd4b	2309	0	0	0	0	0	0	0	0
nadk2	2206	0	1	0	1	0	5	0	0
skp2	2249	0	0	0	0	0	0	0	0
si:dkey-163i6.7	383	0	23	12	4	13	7	6	2
si:ch73-112l6.1	5425	335	346	170	465	250	141	105	219
lmbrd2b	3875	589	694	351	822	466	263	160	445
capslb	1068	4	4	6	14	8	3	5	6
il7r	1748	48	31	14	33	12	20	13	35
myo5b	7287	1633	1917	932	2135	797	826	310	946
cfap53	1716	34	30	8	30	35	14	9	16
chek1	1906	81	48	38	39	69	14	10	61
vsig10l2	3960	132	117	43	148	75	41	43	84
pvrl1a	6449	78	84	15	117	15	40	18	49
LOC566907	1485	0	0	0	0	2	0	0	0
gig2l	510	0	0	0	0	0	0	0	0
gig2k	426	0	0	0	0	0	0	0	0
gig2j	555	0	0	0	0	0	0	0	0
gig2i	645	0	0	0	0	0	0	0	0
gig2h	880	0	0	0	0	0	0	0	0
gig2g	985	0	0	0	0	0	0	0	0
gig2f	474	0	0	0	0	0	0	0	0
gig2e	1758	0	0	0	0	0	0	0	0
gig2d	1013	0	0	0	0	0	0	0	0
si:dkeyp-69c1.6	1789	0	0	0	1	0	0	0	0
si:dkeyp-69c1.9	1574	0	0	0	0	0	0	0	0
c1qb	899	0	0	0	0	3	0	0	0
c1qc	908	0	0	0	0	0	0	0	0
c1qa	1071	0	0	0	0	0	0	0	0
fbxo40.1	2163	0	0	0	0	0	0	0	0
fbxo40.2	2578	0	0	0	2	0	0	0	0
arhgap42a	4013	54	46	4	70	36	25	0	12
trpc6a	4367	4	17	11	14	1	4	3	10
angptl5	1784	16	20	11	35	18	18	0	21
si:rp71-1p14.7	1260	6	14	3	5	0	2	4	2
birc2	3018	429	405	124	839	275	207	106	375
polq	8273	37	63	14	119	58	37	10	69
ddias	2250	48	34	9	54	56	42	13	10
pcf11	4971	341	299	49	561	192	189	70	321
ccdc90b	1457	96	64	6	79	48	39	17	35
alg8	1840	51	7	14	27	42	16	14	37
guca1d	558	5	20	0	45	0	7	3	0
dub	1491	250	349	80	465	164	161	95	285
cysltr2a	2468	8	28	19	22	23	5	23	17
rb1	3539	207	301	133	320	223	165	58	118
lpar6b	2117	65	159	64	191	108	94	26	104
dlat	1959	1018	1083	626	1655	528	526	170	747
zw10	2642	249	211	80	281	191	113	60	85
usp28	4075	2008	2204	687	2875	774	554	482	1184
htr3b	1658	17	27	12	18	35	7	5	15
htr3a	1760	47	90	27	70	26	32	6	50
zbtb16a	6250	624	927	310	1093	442	283	178	554
ncam1a	9314	4181	3888	1259	4978	1973	1781	619	2468
LOC108180750	4125	61	68	20	71	51	29	26	76
LOC101885070	1680	16	25	3	22	53	8	22	18
LOC101884169	4665	16	38	4	44	50	16	6	27
LOC798286	3897	29	22	9	16	49	8	6	2
cadm1a	4643	1698	1794	654	2238	874	833	305	1217
sc5d	1222	65	67	6	54	46	33	18	31
anapc13	494	63	57	31	69	39	49	15	44
arhgap32b	9181	2081	2179	674	2633	779	824	426	1319
igsf9bb	7460	1034	868	348	1135	353	339	86	405
LOC103909454	562	0	10	0	16	5	0	4	3
jam3b	1790	446	431	146	486	227	212	97	348
zgc:171740	1421	190	241	110	313	134	64	34	118
dixdc1b	4314	295	233	160	355	236	109	52	175
ddx10	2772	455	432	222	612	425	312	128	423
si:dkey-183i3.9	1674	76	85	30	52	15	27	8	36
si:dkey-183i3.5	2188	8026	9547	5777	11189	2247	3383	581	4329
si:dkey-183i3.6	1873	10	14	5	32	24	13	17	7
rfc2	1480	72	88	66	183	73	69	14	101
LOC101886091	1079	0	0	0	0	0	0	0	0
LOC108180718	396	51	44	32	47	59	23	5	44
LOC110438229	606	9	0	0	4	21	1	2	23
sycn.2	634	680	695	573	758	503	460	195	871
gng8	1282	22	36	16	14	33	11	10	36
tmem45b	1614	356	315	127	470	174	241	116	312
nfrkb	4553	700	581	194	787	345	258	119	408
st14b	3060	216	218	134	341	197	101	53	173
or132-1	3331	20	16	9	25	14	0	1	11
or132-2	969	6	6	5	10	5	0	2	1
si:dkey-92k1.9	1911	7	11	4	18	4	0	6	2
or132-3	1702	8	10	1	9	7	0	0	9
or132-4	969	1	8	3	9	17	18	0	3
or132-5	1247	3	14	3	18	14	7	2	0
ppme1	1654	678	455	216	580	224	147	90	420
sms	1968	554	464	297	562	300	160	79	293
cnksr2b	4285	1117	941	324	1174	391	266	160	506
LOC101886303	314	6	14	3	6	0	4	11	19
si:dkey-17e16.8	4722	564	554	242	767	361	342	137	511
si:dkey-17e16.9	2921	22	34	8	18	44	5	7	7
si:dkey-17e16.10	772	276	218	101	278	102	145	66	129
npas4b	3266	107	193	23	343	135	36	19	54
fibpb	7706	391	436	164	491	442	205	246	495
efemp2b	1981	0	0	0	0	0	0	0	0
fosl1b	1804	9	32	4	18	42	18	6	5
tmem223	984	60	70	38	64	68	49	7	60
si:dkey-17e16.13	2129	33	12	11	17	36	11	8	23
LOC101882069	4612	655	715	239	868	354	225	154	474
tmem179b	1619	45	34	8	37	20	19	4	24
sumf2	1241	98	66	19	78	67	49	17	44
phkg1b	2205	89	120	62	171	99	50	27	89
si:dkey-17e16.17	1738	140	360	53	545	73	122	8	71
abhd11	4130	241	328	137	302	194	130	50	199
LOC110438230	5500	142	149	27	156	111	61	29	95
cldnh	1859	286	378	160	398	182	196	99	184
si:dkey-17e16.18	791	37	61	12	31	27	7	6	47
cldnc	1844	155	214	83	262	134	49	26	86
cldnb	1129	316	662	186	837	163	295	56	258
LOC100147871	1294	0	27	8	20	31	1	4	22
zgc:112437	1076	88	150	47	105	38	68	11	72
cldnd	755	0	0	4	7	12	0	0	0
LOC796314	1604	5	24	16	24	36	20	12	28
zgc:136892	1996	78	73	44	100	43	75	20	87
mettl27	1375	58	62	11	53	82	26	11	13
nf2b	2154	257	312	139	372	243	134	64	186
trnar-ccu_29	73	0	0	0	0	0	0	0	0
caln2	3305	136	169	61	194	105	59	52	105
sdf2	2276	145	142	92	184	85	85	44	140
supt6h	6408	2699	3051	1447	4097	1499	1460	558	2290
rab34b	2194	61	100	42	115	115	26	27	75
rpl23a	537	12904	13898	6803	16140	7489	10088	3863	13233
tlcd1	1011	187	227	126	220	129	118	28	126
nipal4	2981	131	149	59	168	95	58	54	83
LOC103909465	132	0	11	5	3	7	1	0	0
LOC103909466	92	3	0	0	0	2	0	0	0
LOC108180719	1194	0	0	0	0	0	3	0	0
gria1b	3938	90	71	63	88	52	22	29	95
tmsb	381	216	149	85	224	91	74	21	117
trnas-gcu_263	82	0	0	0	8	0	0	0	0
eif4ebp3	870	823	989	476	1082	1025	486	295	1062
ankhd1	8861	3274	3395	1406	4892	1420	1285	595	2032
zgc:110540	1541	51	70	30	81	20	39	10	38
trnas-gcu_264	82	7	0	0	0	0	0	0	0
cd248b	4031	108	158	56	206	101	65	36	92
rce1b	3794	25	89	29	50	119	18	12	30
adssl	1734	374	537	233	545	155	205	65	307
vegfbb	1890	18	24	9	25	35	13	12	24
stx5al	2738	148	296	84	312	167	132	81	226
LOC110438231	1260	7	46	2	27	36	5	7	5
LOC100149591	1751	18	34	5	14	9	17	5	9
LOC101882857	2584	25	31	21	63	69	28	11	23
esrra	4706	514	674	281	968	308	236	79	433
si:dkey-19f23.1	4659	1	6	0	17	3	0	1	1
prdx5	799	1247	969	450	1251	620	644	235	820
nxf1	2498	1212	1215	488	1370	648	563	291	1048
bscl2	1773	85	140	101	182	100	82	47	98
gng3	1115	1401	1218	460	1602	423	591	182	828
banf1	1111	468	551	255	604	384	441	113	506
slc3a2b	2065	1316	3845	790	4843	857	791	256	1055
calm3b	2095	3720	4016	1705	5489	2405	2029	579	3152
pcxa	4071	1515	1369	926	1879	769	612	210	995
LOC101883097	2232	69	34	17	44	66	21	7	38
LOC101883049	1142	0	0	0	0	0	2	0	6
lrfn4a	4362	533	510	226	701	280	162	114	409
fkbp2	854	161	180	87	285	91	210	25	124
ppp1r14ba	1598	385	325	170	517	182	143	8	149
slc8a4a	4959	1663	1504	455	1888	682	491	241	842
bada	1968	428	374	169	397	197	176	77	192
zgc:110782	1131	47	24	22	41	27	24	4	28
zgc:77262	2634	839	628	224	794	423	335	106	464
mark2a	5805	2223	2093	791	2469	1212	894	484	1508
LOC101883290	2925	0	0	0	0	0	0	0	0
si:dkey-175m17.7	4127	682	580	183	902	260	234	116	472
si:dkey-175m17.6	2697	24	23	12	38	30	1	3	10
sart1	2743	1121	1071	440	1505	524	692	197	809
hif1al2	2872	76	114	24	143	68	25	18	37
dpp3	2842	138	110	92	203	88	50	24	120
rin1a	3766	0	0	0	0	0	0	0	0
rbm14a	6711	24	13	2	38	22	0	2	10
actn3a	3194	11	11	0	7	4	8	1	2
slc29a2	2093	0	0	0	0	0	0	0	0
cfb	2437	31	87	18	59	25	42	40	29
bfb	1608	24	25	2	20	5	9	0	17
zgc:158446	2482	24	7	3	14	17	5	5	12
bbs1	2713	37	31	8	31	15	3	6	6
si:dkeyp-50d11.2	3910	48	70	36	68	51	33	10	47
pacs1a	3396	129	144	85	198	83	55	13	94
zgc:165604	1514	51	16	18	40	25	34	5	24
im:7160157	186	0	0	0	0	0	0	0	0
nrxn2a	9505	1619	1672	907	2797	851	583	299	1163
rasgrp2	2693	37	69	16	75	61	41	12	56
pygma	2731	1880	2155	1072	2188	983	792	273	1823
slc22a6l	2567	148	354	196	562	154	140	65	113
cox8a	599	1978	2292	1382	1883	717	1191	249	1375
otub1a	1169	349	429	198	483	127	160	70	322
epdl2	833	1401	1111	861	1473	780	314	205	947
nrg2a	5490	642	690	295	937	382	262	129	406
puraa	1019	264	317	161	350	190	114	96	199
zgc:100829	2099	332	501	204	490	260	215	60	261
cxxc5a	3213	613	616	253	724	299	309	82	386
si:dkeyp-79c2.1	682	2	4	1	0	9	0	2	1
ppp3ca	3574	2189	2147	1034	2910	1109	919	316	1487
ecscr	1522	67	144	43	108	87	59	23	82
timd4	1420	71	80	46	95	113	64	21	73
havcr1	1375	32	34	10	49	42	19	7	26
havcr2	1167	9	14	6	16	15	11	1	6
LOC110438232	307	2	8	0	4	4	8	0	22
si:dkey-29d5.2	2905	102	49	29	75	89	33	7	79
si:ch211-57b15.2	1167	39	12	1	8	10	10	4	29
adra1ba	3479	31	112	24	72	56	16	27	18
LOC103909472	3693	28	14	1	8	13	1	3	0
LOC101885013	1169	0	0	0	0	0	1	0	0
LOC101887156	3860	8	32	0	14	8	5	0	19
LOC100536928	1422	0	0	0	2	1	0	0	0
si:dkey-73n10.8	1752	0	0	0	0	0	0	0	0
LOC108180723	567	0	0	0	0	0	0	0	0
LOC101883236	7459	6	6	0	20	10	10	1	3
LOC110437816	1999	0	3	0	2	0	0	0	0
LOC101887118	5135	8	0	0	8	10	1	1	0
LOC103909470	2125	0	1	2	4	5	2	0	0
LOC110438233	394	14	0	0	1	1	2	0	0
LOC108180720	480	0	0	0	1	0	0	0	0
LOC101883276	1192	1	0	0	0	3	0	0	0
LOC110437789	1803	0	10	0	3	2	0	0	0
LOC100001363	1227	0	12	9	5	5	1	1	1
zgc:171310	1111	0	4	0	0	6	0	0	0
LOC110437833	1812	0	4	7	0	0	0	0	0
LOC108180722	1984	3	6	0	0	0	0	0	5
LOC100538123	1340	0	4	0	0	0	7	0	0
LOC101882892	3696	0	0	0	0	3	0	2	0
LOC100537585	4440	0	2	0	0	9	0	2	2
LOC110437790	1971	0	1	0	2	0	5	0	0
LOC108179151	1935	0	0	0	1	4	0	0	0
LOC559538	1155	0	0	0	5	3	0	0	0
LOC110437791	3138	0	4	2	1	28	0	0	0
LOC101885828	5221	5	5	2	7	6	1	1	2
si:ch73-190f9.4	1100	0	4	3	0	7	0	0	3
ttc1	1684	514	353	131	359	277	212	129	382
pwwp2a	6893	909	993	551	1163	474	416	180	604
fabp6	528	3024	2948	1499	2614	1889	900	464	3053
ccnjl	4701	377	237	109	435	191	107	32	181
prob1	6957	186	234	103	264	153	92	29	163
slc23a1	2422	126	202	114	240	130	106	29	151
pfdn1	748	675	609	191	445	441	428	133	471
hbegfb	1697	72	110	21	106	67	50	16	51
hnrnph1l	1863	700	565	295	902	250	223	97	289
trnaa-agc_68	73	0	0	0	0	0	0	0	0
si:ch211-59d17.3	4204	323	345	146	385	129	178	60	217
dnajc18	2560	622	661	257	839	382	302	127	481
zgc:175066	2591	417	478	206	664	199	113	68	343
slbp2	1395	20	20	1	5	16	4	9	2
zmat2	1104	205	199	76	287	194	84	68	172
lcp2a	2129	28	78	30	73	119	21	22	41
foxi3a	1592	53	66	42	76	89	42	9	79
nhp2	953	173	264	125	373	194	175	44	309
grpel2	1637	811	867	390	990	482	394	173	607
afap1l1b	3017	80	74	70	139	80	180	10	50
snx12	4793	1175	1035	456	1368	911	664	252	1053
slc7a3a	4457	818	1271	433	1814	472	659	200	646
rab39ba	1324	270	172	112	211	88	88	20	137
rab38c	1571	13	14	9	40	42	24	8	16
LOC100005187	2093	723	587	223	821	265	285	101	345
LOC100534771	1272	489	488	97	404	153	201	85	242
phka1b	6637	129	108	116	141	154	83	36	97
si:dkey-22f5.9	2536	37	105	23	161	123	167	14	88
clcn5a	6224	848	936	395	1130	551	441	167	752
tnfsf10l3	870	11	8	10	36	31	10	6	22
zgc:110224	2075	65	41	20	42	25	61	8	42
trpc2b	3555	50	55	48	37	116	11	37	44
rrm1	2783	532	421	217	599	216	304	70	273
zgc:158225	4387	268	270	99	239	199	123	87	242
stim1b	3296	387	448	219	502	284	140	75	304
LOC101886778	1506	28	23	0	19	7	11	0	15
rhogb	1928	187	182	77	151	100	43	29	51
pgap2	4707	163	189	82	166	147	99	30	124
ncbp3	2402	411	518	215	602	268	209	118	485
rap1gap2b	2405	292	230	99	245	151	109	13	171
trnas-uga_145	82	0	21	6	13	14	0	0	0
trnaa-cgc_48	72	0	5	1	0	0	0	0	0
st6gal1	2616	488	697	266	857	310	224	142	443
trnav-uac_105	73	0	0	0	0	0	0	0	0
trnad-guc_147	72	0	11	0	8	4	0	0	3
trnad-guc_148	72	0	2	0	4	0	1	0	1
trnad-guc_149	72	0	3	0	0	0	0	0	0
zgc:152891	2196	22	18	31	23	29	7	6	25
trnae-cuc_205	72	0	0	0	0	2	0	0	0
trnaw-cca_36	72	0	0	0	0	0	0	0	0
tpst1l	2219	241	240	86	280	155	73	33	184
crcp	1141	44	47	29	132	28	26	15	39
asl	1828	51	42	38	92	45	43	28	79
ca4c	3502	17	21	10	22	56	8	9	11
si:ch211-12m10.1	10460	2020	2014	915	3224	970	662	380	1236
zgc:165573	878	170	159	89	297	88	92	51	83
si:ch211-160j14.2	838	20	20	4	20	16	14	5	3
mat2b	1649	276	250	110	280	150	67	53	215
LOC100333843	2912	30	26	11	54	59	31	17	29
trnav-aac_224	73	2	0	0	0	0	0	0	0
trnav-cac_214	73	0	0	0	0	0	0	1	0
LOC101886266	2883	197	153	78	173	147	112	35	135
clk4b	2011	536	383	178	519	303	212	89	309
si:ch211-247j9.1	4744	223	289	134	388	228	136	60	199
mapk9	4998	520	629	160	601	290	379	118	445
gfpt2	2120	290	455	157	494	318	326	222	259
zgc:123105	2543	1137	1187	364	1735	667	519	214	720
si:dkeyp-72g9.4	1779	898	947	335	1388	459	301	166	603
adamts2	7929	353	301	200	333	213	165	72	219
LOC101886742	1265	4	4	1	3	7	5	0	4
cnot6a	6418	1	9	0	1	0	4	7	0
adra2db	1248	0	0	0	0	0	0	0	0
slc34a1b	1808	0	7	3	0	1	1	0	0
LOC101886840	286	0	0	0	2	0	0	0	0
zgc:194629	617	8	12	4	0	0	3	3	2
rgs14b	3918	0	0	0	0	0	0	0	0
arl3l1	1317	334	314	179	493	236	133	52	232
LOC100536537	1151	15	50	5	53	34	2	10	23
rbm22	1844	455	423	222	579	281	178	78	287
